author_id,dist
356,"[0.0743801652892562, 0.058884297520661155, 0.381198347107438, 0.03202479338842975, 0.047520661157024795, 0.4059917355371901]"
480,"[0.09761904761904762, 0.06190476190476191, 0.06428571428571428, 0.05238095238095238, 0.0380952380952381, 0.6857142857142857]"
1418,"[0.008302583025830259, 0.02982779827798278, 0.0003075030750307503, 0.0, 0.002152521525215252, 0.959409594095941]"
166,"[0.8033240997229917, 0.05817174515235457, 0.00554016620498615, 0.019390581717451522, 0.0, 0.11357340720221606]"
3356,"[0.0, 0.15, 0.0, 0.05, 0.1, 0.7]"
1778,"[0.10130718954248366, 0.10294117647058823, 0.027777777777777776, 0.011437908496732025, 0.0016339869281045752, 0.7549019607843137]"
2751,"[0.1935483870967742, 0.06451612903225806, 0.1935483870967742, 0.03225806451612903, 0.0, 0.5161290322580645]"
1384,"[0.0891304347826087, 0.05434782608695652, 0.26521739130434785, 0.07608695652173914, 0.017391304347826087, 0.49782608695652175]"
849,"[0.0, 0.1511627906976744, 0.5116279069767442, 0.0, 0.0, 0.3372093023255814]"
565,"[0.029177718832891247, 0.13262599469496023, 0.16180371352785147, 0.005305039787798408, 0.007957559681697613, 0.6631299734748011]"
2076,"[0.0, 0.265625, 0.03125, 0.015625, 0.015625, 0.671875]"
2513,"[0.007677543186180422, 0.023032629558541268, 0.0, 0.0, 0.0, 0.9692898272552783]"
2522,"[0.016304347826086956, 0.11956521739130435, 0.0, 0.010869565217391304, 0.0, 0.8532608695652174]"
2551,"[0.4084033613445378, 0.0033613445378151263, 0.0008403361344537816, 0.0, 0.07226890756302522, 0.515126050420168]"
1995,"[0.6172839506172839, 0.12345679012345678, 0.0, 0.043209876543209874, 0.0, 0.21604938271604937]"
1617,"[0.07407407407407407, 0.0, 0.0, 0.0, 0.006172839506172839, 0.9197530864197531]"
248,"[0.3055091819699499, 0.045075125208681135, 0.14691151919866444, 0.04674457429048414, 0.015025041736227046, 0.44073455759599334]"
451,"[0.0, 0.14836223506743737, 0.0, 0.06936416184971098, 0.015414258188824663, 0.766859344894027]"
2072,"[0.6521739130434783, 0.0, 0.13043478260869565, 0.0, 0.0, 0.21739130434782608]"
3449,"[0.0, 0.0, 0.17647058823529413, 0.0, 0.0, 0.8235294117647058]"
2989,"[0.1188118811881188, 0.0016501650165016502, 0.0016501650165016502, 0.0, 0.0429042904290429, 0.834983498349835]"
3041,"[0.05, 0.025423728813559324, 0.030508474576271188, 0.0, 0.0, 0.8940677966101694]"
293,"[0.13402061855670103, 0.01443298969072165, 0.07010309278350516, 0.3670103092783505, 0.0, 0.4144329896907217]"
1352,"[0.0, 0.10869565217391304, 0.0, 0.043478260869565216, 0.08695652173913043, 0.7608695652173914]"
750,"[0.21753246753246752, 0.03896103896103896, 0.025974025974025976, 0.04220779220779221, 0.003246753246753247, 0.672077922077922]"
3283,"[0.020618556701030927, 0.13402061855670103, 0.23711340206185566, 0.020618556701030927, 0.030927835051546393, 0.5567010309278351]"
1063,"[0.0782422293676313, 0.04180064308681672, 0.38478027867095393, 0.01822079314040729, 0.03429796355841372, 0.44265809217577706]"
3086,"[0.18072289156626506, 0.024096385542168676, 0.024096385542168676, 0.10843373493975904, 0.0, 0.6626506024096386]"
2672,"[0.18045112781954886, 0.0, 0.015037593984962405, 0.0, 0.0, 0.8045112781954887]"
3339,"[0.018068102849200834, 0.15496872828353023, 0.34329395413481584, 0.17164697706740792, 0.021542738012508687, 0.2904794996525365]"
2769,"[0.47577092511013214, 0.16740088105726872, 0.022026431718061675, 0.022026431718061675, 0.0, 0.31277533039647576]"
1092,"[0.016245487364620937, 0.08844765342960288, 0.17328519855595667, 0.016245487364620937, 0.005415162454873646, 0.7003610108303249]"
1884,"[0.1, 0.0, 0.15, 0.0, 0.0, 0.75]"
120,"[0.0, 0.0514018691588785, 0.8426791277258567, 0.014018691588785047, 0.017133956386292833, 0.07476635514018691]"
3141,"[0.0, 0.3010752688172043, 0.043010752688172046, 0.010752688172043012, 0.0, 0.6451612903225806]"
2940,"[0.41304347826086957, 0.014492753623188406, 0.20048309178743962, 0.0024154589371980675, 0.11835748792270531, 0.25120772946859904]"
334,"[0.271889400921659, 0.03225806451612903, 0.0, 0.0, 0.04608294930875576, 0.6497695852534562]"
541,"[0.4351145038167939, 0.19083969465648856, 0.030534351145038167, 0.061068702290076333, 0.0, 0.2824427480916031]"
3327,"[0.04020100502512563, 0.28391959798994976, 0.02512562814070352, 0.228643216080402, 0.0, 0.4221105527638191]"
2904,"[0.08095238095238096, 0.1380952380952381, 0.08571428571428572, 0.07142857142857142, 0.0761904761904762, 0.5476190476190477]"
376,"[0.16167664670658682, 0.05389221556886228, 0.31736526946107785, 0.023952095808383235, 0.07784431137724551, 0.3652694610778443]"
2277,"[0.11202185792349727, 0.015300546448087432, 0.0, 0.00273224043715847, 0.8136612021857923, 0.05628415300546448]"
1798,"[0.24408468244084683, 0.09090909090909091, 0.5311332503113325, 0.0018679950186799503, 0.00933997509339975, 0.12266500622665007]"
3434,"[0.06529992406985573, 0.17615793470007593, 0.23158694001518604, 0.022779043280182234, 0.15793470007593013, 0.3462414578587699]"
3201,"[0.08333333333333333, 0.0, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.6666666666666666]"
234,"[0.12903225806451613, 0.04838709677419355, 0.04838709677419355, 0.04838709677419355, 0.0, 0.7258064516129032]"
2978,"[0.02531645569620253, 0.0, 0.012658227848101266, 0.0, 0.0, 0.9620253164556962]"
3133,"[0.1253968253968254, 0.05238095238095238, 0.29365079365079366, 0.004761904761904762, 0.004761904761904762, 0.5190476190476191]"
419,"[0.041237113402061855, 0.13058419243986255, 0.12027491408934708, 0.10996563573883161, 0.0, 0.5979381443298969]"
3380,"[0.16129032258064516, 0.017921146953405017, 0.007168458781362007, 0.0, 0.0017921146953405018, 0.8118279569892473]"
1940,"[0.7041083916083916, 0.046765734265734264, 0.0017482517482517483, 0.008304195804195804, 0.003933566433566434, 0.23513986013986013]"
958,"[0.024844720496894408, 0.10869565217391304, 0.07142857142857142, 0.0, 0.0, 0.7950310559006211]"
2308,"[0.0, 0.0, 0.09090909090909091, 0.0, 0.0, 0.9090909090909091]"
1357,"[0.05725971370143149, 0.12678936605316973, 0.05930470347648262, 0.018404907975460124, 0.0081799591002045, 0.7300613496932515]"
167,"[0.5504587155963303, 0.0, 0.0, 0.0, 0.027522935779816515, 0.42201834862385323]"
332,"[0.14814814814814814, 0.037037037037037035, 0.0, 0.0, 0.0, 0.8148148148148148]"
1948,"[0.014925373134328358, 0.0, 0.39552238805970147, 0.0, 0.007462686567164179, 0.582089552238806]"
3388,"[0.0, 0.045454545454545456, 0.0, 0.07575757575757576, 0.0, 0.8787878787878788]"
1720,"[0.0, 0.015, 0.0, 0.0, 0.0, 0.985]"
2879,"[0.051036682615629984, 0.02711323763955343, 0.47527910685805425, 0.019138755980861243, 0.019138755980861243, 0.4082934609250399]"
1344,"[0.15384615384615385, 0.07692307692307693, 0.38461538461538464, 0.0, 0.15384615384615385, 0.23076923076923078]"
1852,"[0.24214322514167955, 0.018031942297784646, 0.521380731581659, 0.0077279752704791345, 0.04585265327150953, 0.1648634724368882]"
1744,"[0.5207253886010362, 0.05310880829015544, 0.019430051813471502, 0.17746113989637305, 0.0051813471502590676, 0.22409326424870465]"
2368,"[0.023529411764705882, 0.011764705882352941, 0.0, 0.0, 0.611764705882353, 0.35294117647058826]"
863,"[0.028938906752411574, 0.2347266881028939, 0.06430868167202572, 0.05144694533762058, 0.07395498392282958, 0.5466237942122186]"
2507,"[0.03663003663003663, 0.3992673992673993, 0.03296703296703297, 0.12087912087912088, 0.0989010989010989, 0.31135531135531136]"
3487,"[0.0, 0.0, 0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666]"
620,"[0.05142083897158322, 0.018944519621109608, 0.638700947225981, 0.0, 0.0040595399188092015, 0.2868741542625169]"
3514,"[0.0, 0.001379310344827586, 0.9724137931034482, 0.0, 0.0, 0.02620689655172414]"
363,"[0.1745635910224439, 0.07231920199501247, 0.0, 0.04239401496259352, 0.012468827930174564, 0.6982543640897756]"
1232,"[0.5666666666666667, 0.016666666666666666, 0.0, 0.0, 0.26666666666666666, 0.15]"
1061,"[0.013392857142857142, 0.06919642857142858, 0.26450892857142855, 0.002232142857142857, 0.03794642857142857, 0.6127232142857143]"
1208,"[0.03140096618357488, 0.026570048309178744, 0.0024154589371980675, 0.036231884057971016, 0.0, 0.9033816425120773]"
1376,"[0.24675324675324675, 0.0, 0.37662337662337664, 0.0, 0.0, 0.37662337662337664]"
3485,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
3325,"[0.0, 0.0, 0.7447698744769874, 0.0, 0.12552301255230125, 0.1297071129707113]"
1242,"[0.05291005291005291, 0.1164021164021164, 0.25925925925925924, 0.047619047619047616, 0.042328042328042326, 0.48148148148148145]"
1478,"[0.0, 0.0021929824561403508, 0.9429824561403509, 0.0, 0.0, 0.05482456140350877]"
2797,"[0.2231686541737649, 0.048551959114139696, 0.06643952299829642, 0.015332197614991482, 0.026405451448040886, 0.6201022146507666]"
1045,"[0.041237113402061855, 0.09278350515463918, 0.07216494845360824, 0.05154639175257732, 0.18556701030927836, 0.5567010309278351]"
1554,"[0.046153846153846156, 0.16153846153846155, 0.07692307692307693, 0.16923076923076924, 0.007692307692307693, 0.5384615384615384]"
1702,"[0.059602649006622516, 0.019867549668874173, 0.26490066225165565, 0.006622516556291391, 0.0, 0.6490066225165563]"
2545,"[0.0967741935483871, 0.4838709677419355, 0.0967741935483871, 0.06451612903225806, 0.0, 0.25806451612903225]"
366,"[0.042316258351893093, 0.04899777282850779, 0.053452115812917596, 0.0, 0.0779510022271715, 0.77728285077951]"
1249,"[0.0, 0.0513595166163142, 0.012084592145015106, 0.0015105740181268882, 0.7613293051359517, 0.17371601208459214]"
1662,"[0.02702702702702703, 0.21621621621621623, 0.36936936936936937, 0.02702702702702703, 0.0, 0.36036036036036034]"
1650,"[0.6666666666666666, 0.0392156862745098, 0.0196078431372549, 0.058823529411764705, 0.0, 0.21568627450980393]"
1500,"[0.0, 0.025423728813559324, 0.3093220338983051, 0.029661016949152543, 0.01694915254237288, 0.6186440677966102]"
1145,"[0.08048289738430583, 0.16700201207243462, 0.08249496981891348, 0.0, 0.0, 0.670020120724346]"
1346,"[0.47195357833655704, 0.0009671179883945841, 0.014506769825918761, 0.0, 0.06769825918762089, 0.4448742746615087]"
145,"[0.019130434782608695, 0.15130434782608695, 0.5930434782608696, 0.017391304347826087, 0.01391304347826087, 0.20521739130434782]"
3488,"[0.2871965137995435, 0.05478315003112679, 0.08549491595766756, 0.005602822162274331, 0.028636646607179912, 0.5382859514422079]"
3266,"[0.0, 0.011764705882352941, 0.0, 0.0, 0.0, 0.9882352941176471]"
2202,"[0.0, 0.0, 0.7368421052631579, 0.0, 0.0, 0.2631578947368421]"
3525,"[0.05226480836236934, 0.02613240418118467, 0.0, 0.0, 0.2038327526132404, 0.7177700348432056]"
1380,"[0.13636363636363635, 0.03896103896103896, 0.0, 0.3246753246753247, 0.18506493506493507, 0.31493506493506496]"
2037,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2397,"[0.16666666666666666, 0.14285714285714285, 0.40476190476190477, 0.023809523809523808, 0.0, 0.2619047619047619]"
2374,"[0.0, 0.0, 0.0, 0.7092651757188498, 0.003194888178913738, 0.28753993610223644]"
1486,"[0.07920792079207921, 0.009900990099009901, 0.0, 0.0, 0.009900990099009901, 0.900990099009901]"
2349,"[0.02702702702702703, 0.18243243243243243, 0.12162162162162163, 0.41216216216216217, 0.02027027027027027, 0.23648648648648649]"
1805,"[0.016091954022988506, 0.2827586206896552, 0.1724137931034483, 0.167816091954023, 0.06666666666666667, 0.2942528735632184]"
291,"[0.049557522123893805, 0.03893805309734513, 0.0831858407079646, 0.017699115044247787, 0.024778761061946902, 0.7858407079646018]"
341,"[0.5639237563923757, 0.0, 0.0, 0.0, 0.0, 0.43607624360762437]"
880,"[0.0, 0.2553191489361702, 0.14893617021276595, 0.0, 0.0, 0.5957446808510638]"
3551,"[0.0033112582781456954, 0.24834437086092714, 0.23509933774834438, 0.0, 0.023178807947019868, 0.4900662251655629]"
1076,"[0.2878787878787879, 0.09523809523809523, 0.11255411255411256, 0.06493506493506493, 0.0, 0.4393939393939394]"
2794,"[0.07462686567164178, 0.014925373134328358, 0.1791044776119403, 0.014925373134328358, 0.07462686567164178, 0.6417910447761194]"
1826,"[0.42857142857142855, 0.08571428571428572, 0.05714285714285714, 0.0, 0.0, 0.42857142857142855]"
1095,"[0.0, 0.2727272727272727, 0.5454545454545454, 0.0, 0.0, 0.18181818181818182]"
3384,"[0.8086734693877551, 0.003826530612244898, 0.08545918367346939, 0.0012755102040816326, 0.0, 0.10076530612244898]"
2097,"[0.0017985611510791368, 0.0683453237410072, 0.014388489208633094, 0.5665467625899281, 0.0, 0.3489208633093525]"
2089,"[0.018867924528301886, 0.0, 0.0, 0.0, 0.0, 0.9811320754716981]"
1901,"[0.2608695652173913, 0.0, 0.0, 0.043478260869565216, 0.0, 0.6956521739130435]"
2405,"[0.033936651583710405, 0.011312217194570135, 0.6357466063348416, 0.004524886877828055, 0.0, 0.31447963800904977]"
2876,"[0.038461538461538464, 0.0, 0.7692307692307693, 0.0, 0.0, 0.19230769230769232]"
2490,"[0.17846153846153845, 0.015384615384615385, 0.0, 0.4492307692307692, 0.0, 0.3569230769230769]"
1373,"[0.02689486552567237, 0.018744906275468622, 0.25835370823145887, 0.004074979625101874, 0.23879380603096984, 0.4531377343113284]"
1728,"[0.0, 0.0, 0.2, 0.22857142857142856, 0.02857142857142857, 0.5428571428571428]"
2448,"[0.19907407407407407, 0.17592592592592593, 0.023148148148148147, 0.027777777777777776, 0.027777777777777776, 0.5462962962962963]"
1302,"[0.3768352365415987, 0.009787928221859706, 0.024469820554649267, 0.0, 0.17944535073409462, 0.4094616639477977]"
242,"[0.16981132075471697, 0.09433962264150944, 0.0, 0.0, 0.0, 0.7358490566037735]"
2887,"[0.10989010989010989, 0.25274725274725274, 0.08791208791208792, 0.10989010989010989, 0.0, 0.43956043956043955]"
1107,"[0.004784688995215311, 0.07177033492822966, 0.13636363636363635, 0.0, 0.5215311004784688, 0.26555023923444976]"
429,"[0.3439153439153439, 0.047619047619047616, 0.005291005291005291, 0.0, 0.005291005291005291, 0.5978835978835979]"
1843,"[0.0, 0.0, 0.07142857142857142, 0.0, 0.0, 0.9285714285714286]"
1696,"[0.6875, 0.0, 0.0, 0.0, 0.0, 0.3125]"
1227,"[0.46, 0.04, 0.05, 0.0, 0.03, 0.42]"
3228,"[0.058823529411764705, 0.047058823529411764, 0.047058823529411764, 0.32941176470588235, 0.0, 0.5176470588235295]"
3304,"[0.02318840579710145, 0.0463768115942029, 0.034782608695652174, 0.263768115942029, 0.13043478260869565, 0.5014492753623189]"
355,"[0.23684210526315788, 0.0, 0.09210526315789473, 0.0, 0.0, 0.6710526315789473]"
1913,"[0.0, 0.03225806451612903, 0.23387096774193547, 0.6129032258064516, 0.0, 0.12096774193548387]"
2979,"[0.011235955056179775, 0.033707865168539325, 0.0, 0.047752808988764044, 0.3202247191011236, 0.5870786516853933]"
472,"[0.0, 0.02, 0.5, 0.0, 0.18, 0.3]"
3556,"[0.47619047619047616, 0.2857142857142857, 0.09523809523809523, 0.0, 0.0, 0.14285714285714285]"
3318,"[0.003676470588235294, 0.03676470588235294, 0.025735294117647058, 0.7536764705882353, 0.04044117647058824, 0.13970588235294118]"
3375,"[0.04469987228607918, 0.06257982120051085, 0.35759897828863346, 0.0140485312899106, 0.04342273307790549, 0.4776500638569604]"
1496,"[0.0, 0.0, 0.4166666666666667, 0.0, 0.0, 0.5833333333333334]"
1539,"[0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
1528,"[0.36666666666666664, 0.0, 0.48095238095238096, 0.0, 0.014285714285714285, 0.1380952380952381]"
1561,"[0.19444444444444445, 0.2222222222222222, 0.027777777777777776, 0.0, 0.0, 0.5555555555555556]"
2534,"[0.11267605633802817, 0.14084507042253522, 0.23943661971830985, 0.09154929577464789, 0.014084507042253521, 0.4014084507042254]"
1040,"[0.036065573770491806, 0.11475409836065574, 0.44754098360655736, 0.05081967213114754, 0.0, 0.35081967213114756]"
264,"[0.1, 0.2, 0.1, 0.0, 0.0, 0.6]"
2527,"[0.1791907514450867, 0.08670520231213873, 0.028901734104046242, 0.02119460500963391, 0.0038535645472061657, 0.6801541425818882]"
850,"[0.5306122448979592, 0.02040816326530612, 0.0, 0.0, 0.0, 0.4489795918367347]"
196,"[0.02252252252252252, 0.15765765765765766, 0.038288288288288286, 0.08783783783783784, 0.036036036036036036, 0.6576576576576577]"
1206,"[0.7538461538461538, 0.0, 0.0, 0.0, 0.0, 0.24615384615384617]"
963,"[0.0707070707070707, 0.15151515151515152, 0.06060606060606061, 0.20202020202020202, 0.0, 0.5151515151515151]"
2295,"[0.03468208092485549, 0.0, 0.0, 0.0, 0.014450867052023121, 0.9508670520231214]"
3212,"[0.44165170556552963, 0.05745062836624776, 0.0, 0.0017953321364452424, 0.1490125673249551, 0.3500897666068223]"
2594,"[0.33783783783783783, 0.0945945945945946, 0.0033783783783783786, 0.08783783783783784, 0.15202702702702703, 0.32432432432432434]"
3254,"[0.015698587127158554, 0.0141287284144427, 0.3390894819466248, 0.0015698587127158557, 0.0015698587127158557, 0.6279434850863422]"
3637,"[0.08125, 0.0625, 0.34375, 0.01875, 0.0625, 0.43125]"
1935,"[0.22486772486772486, 0.09523809523809523, 0.08465608465608465, 0.0, 0.018518518518518517, 0.5767195767195767]"
862,"[0.0, 0.0, 0.0, 0.0, 0.9229583975346687, 0.07704160246533127]"
603,"[0.012578616352201259, 0.0, 0.10062893081761007, 0.0, 0.0, 0.8867924528301887]"
1652,"[0.14589235127478753, 0.2988668555240793, 0.0764872521246459, 0.036827195467422094, 0.012747875354107648, 0.42917847025495753]"
3130,"[0.875, 0.041666666666666664, 0.041666666666666664, 0.0, 0.0, 0.041666666666666664]"
1932,"[0.053604436229205174, 0.3678373382624769, 0.06284658040665435, 0.07578558225508318, 0.022181146025878003, 0.4177449168207024]"
1943,"[0.14035087719298245, 0.03508771929824561, 0.3508771929824561, 0.0, 0.0, 0.47368421052631576]"
2663,"[0.034666666666666665, 0.042666666666666665, 0.3626666666666667, 0.08266666666666667, 0.010666666666666666, 0.4666666666666667]"
3351,"[0.31063829787234043, 0.07234042553191489, 0.2978723404255319, 0.00425531914893617, 0.00851063829787234, 0.30638297872340425]"
756,"[0.02200825309491059, 0.0453920220082531, 0.7469050894085282, 0.0, 0.0068775790921595595, 0.17881705639614856]"
676,"[0.06042296072507553, 0.0634441087613293, 0.09063444108761329, 0.021148036253776436, 0.012084592145015106, 0.7522658610271903]"
262,"[0.055992141453831044, 0.05206286836935167, 0.32220039292730845, 0.0, 0.0, 0.5697445972495089]"
380,"[0.3830409356725146, 0.04678362573099415, 0.0847953216374269, 0.0029239766081871343, 0.03216374269005848, 0.4502923976608187]"
2203,"[0.07963246554364471, 0.15313935681470137, 0.013782542113323124, 0.0030627871362940277, 0.36294027565084225, 0.3874425727411945]"
2426,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1632,"[0.024271844660194174, 0.1650485436893204, 0.03398058252427184, 0.009708737864077669, 0.019417475728155338, 0.7475728155339806]"
633,"[0.125, 0.15625, 0.09375, 0.09375, 0.0, 0.53125]"
2967,"[0.36363636363636365, 0.5454545454545454, 0.0, 0.0, 0.0, 0.09090909090909091]"
184,"[0.015267175572519083, 0.33587786259541985, 0.005089058524173028, 0.06870229007633588, 0.31806615776081426, 0.25699745547073793]"
2766,"[0.507223113964687, 0.05778491171749599, 0.21348314606741572, 0.024077046548956663, 0.0016051364365971107, 0.1958266452648475]"
3112,"[0.0641025641025641, 0.3717948717948718, 0.05128205128205128, 0.0, 0.01282051282051282, 0.5]"
1535,"[0.21621621621621623, 0.21621621621621623, 0.0, 0.02702702702702703, 0.0, 0.5405405405405406]"
2922,"[0.04294478527607362, 0.4110429447852761, 0.018404907975460124, 0.03680981595092025, 0.006134969325153374, 0.48466257668711654]"
3084,"[0.04923599320882852, 0.05432937181663837, 0.5110356536502547, 0.008488964346349746, 0.11375212224108659, 0.2631578947368421]"
632,"[0.0, 0.02564102564102564, 0.3076923076923077, 0.15384615384615385, 0.1794871794871795, 0.3333333333333333]"
643,"[0.44, 0.16, 0.12, 0.04, 0.04, 0.2]"
1067,"[0.0, 0.0, 0.023255813953488372, 0.06976744186046512, 0.0, 0.9069767441860465]"
1102,"[0.08966861598440545, 0.16374269005847952, 0.037037037037037035, 0.05263157894736842, 0.017543859649122806, 0.6393762183235867]"
1888,"[0.06779661016949153, 0.2627118644067797, 0.03389830508474576, 0.0, 0.07627118644067797, 0.559322033898305]"
787,"[0.018691588785046728, 0.2782969885773624, 0.3001038421599169, 0.01142263759086189, 0.14641744548286603, 0.245067497403946]"
2122,"[0.0, 0.0, 0.8605388272583201, 0.011093502377179081, 0.020602218700475437, 0.10776545166402536]"
3597,"[0.13114754098360656, 0.09836065573770492, 0.0, 0.0, 0.0, 0.7704918032786885]"
817,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1704,"[0.6888888888888889, 0.06666666666666667, 0.0, 0.0, 0.0, 0.24444444444444444]"
2519,"[0.25316455696202533, 0.12115732368896925, 0.2224231464737794, 0.03074141048824593, 0.05244122965641953, 0.32007233273056057]"
3198,"[0.23157894736842105, 0.29473684210526313, 0.06315789473684211, 0.0, 0.010526315789473684, 0.4]"
2119,"[0.022988505747126436, 0.05747126436781609, 0.5862068965517241, 0.10344827586206896, 0.034482758620689655, 0.19540229885057472]"
491,"[0.0, 0.0, 0.011695906432748537, 0.0, 0.0, 0.9883040935672515]"
2939,"[0.22105263157894736, 0.09473684210526316, 0.0, 0.02631578947368421, 0.005263157894736842, 0.6526315789473685]"
312,"[0.0392156862745098, 0.006535947712418301, 0.6405228758169934, 0.0, 0.0, 0.3137254901960784]"
1047,"[0.045112781954887216, 0.06766917293233082, 0.015037593984962405, 0.08270676691729323, 0.43609022556390975, 0.3533834586466165]"
1308,"[0.0, 0.14074074074074075, 0.014814814814814815, 0.0, 0.037037037037037035, 0.8074074074074075]"
1755,"[0.36904761904761907, 0.05952380952380952, 0.07142857142857142, 0.09523809523809523, 0.0, 0.40476190476190477]"
252,"[0.026919242273180457, 0.38783649052841473, 0.2472582253240279, 0.1814556331006979, 0.013958125623130608, 0.14257228315054835]"
505,"[0.9609375, 0.0, 0.00390625, 0.00390625, 0.0, 0.03125]"
697,"[0.0, 0.0641025641025641, 0.5512820512820513, 0.07051282051282051, 0.038461538461538464, 0.27564102564102566]"
3362,"[0.0748663101604278, 0.18181818181818182, 0.47593582887700536, 0.06951871657754011, 0.0106951871657754, 0.18716577540106952]"
3315,"[0.7408637873754153, 0.03322259136212625, 0.0, 0.006644518272425249, 0.0, 0.21926910299003322]"
238,"[0.17086834733893558, 0.056022408963585436, 0.0056022408963585435, 0.028011204481792718, 0.008403361344537815, 0.7310924369747899]"
3405,"[0.49646643109540634, 0.02561837455830389, 0.00441696113074205, 0.00265017667844523, 0.0035335689045936395, 0.4673144876325088]"
1946,"[0.05084745762711865, 0.12590799031476999, 0.007263922518159807, 0.15254237288135594, 0.10653753026634383, 0.5569007263922519]"
3216,"[0.18451400329489293, 0.04612850082372323, 0.011532125205930808, 0.006589785831960461, 0.17298187808896212, 0.5782537067545305]"
319,"[0.03590664272890485, 0.0, 0.473967684021544, 0.0, 0.003590664272890485, 0.4865350089766607]"
336,"[0.19148936170212766, 0.19148936170212766, 0.0851063829787234, 0.02127659574468085, 0.0851063829787234, 0.425531914893617]"
3635,"[0.09090909090909091, 0.25, 0.07954545454545454, 0.07954545454545454, 0.3409090909090909, 0.1590909090909091]"
826,"[0.06775700934579439, 0.07242990654205607, 0.20327102803738317, 0.002336448598130841, 0.037383177570093455, 0.616822429906542]"
3159,"[0.25285171102661597, 0.026615969581749048, 0.19961977186311788, 0.005703422053231939, 0.0, 0.5152091254752852]"
2396,"[0.011494252873563218, 0.10057471264367816, 0.29022988505747127, 0.13793103448275862, 0.04310344827586207, 0.4166666666666667]"
222,"[0.8864864864864865, 0.010810810810810811, 0.0, 0.0, 0.0, 0.10270270270270271]"
347,"[0.034074074074074076, 0.016296296296296295, 0.20296296296296296, 0.08592592592592592, 0.025185185185185185, 0.6355555555555555]"
399,"[0.09523809523809523, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.8571428571428571]"
1577,"[0.017133956386292833, 0.03582554517133956, 0.004672897196261682, 0.235202492211838, 0.20093457943925233, 0.5062305295950156]"
1895,"[0.0, 0.019230769230769232, 0.0, 0.9423076923076923, 0.0, 0.038461538461538464]"
2453,"[0.0, 0.0, 0.0, 0.0, 0.75, 0.25]"
3386,"[0.36363636363636365, 0.0, 0.0, 0.0, 0.0, 0.6363636363636364]"
1628,"[0.08333333333333333, 0.0, 0.08333333333333333, 0.0, 0.5, 0.3333333333333333]"
1713,"[0.0, 0.02531645569620253, 0.25316455696202533, 0.17721518987341772, 0.012658227848101266, 0.5316455696202531]"
2796,"[0.0, 0.056105610561056105, 0.0924092409240924, 0.0, 0.0033003300330033004, 0.8481848184818482]"
449,"[0.0, 0.0, 0.8271604938271605, 0.0, 0.08641975308641975, 0.08641975308641975]"
72,"[0.12077294685990338, 0.09178743961352658, 0.004830917874396135, 0.4492753623188406, 0.0, 0.3333333333333333]"
1762,"[0.0, 0.0, 0.8125, 0.0, 0.0625, 0.125]"
1679,"[0.5348837209302325, 0.031007751937984496, 0.015503875968992248, 0.0, 0.0, 0.4186046511627907]"
508,"[0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666]"
2828,"[0.4107142857142857, 0.017857142857142856, 0.0, 0.0, 0.0, 0.5714285714285714]"
869,"[0.34663178548070633, 0.03662524525833878, 0.34139960758665794, 0.07913669064748201, 0.0, 0.1962066710268149]"
959,"[0.4, 0.075, 0.0, 0.05, 0.075, 0.4]"
2351,"[0.4036363636363636, 0.025454545454545455, 0.0, 0.03636363636363636, 0.16, 0.37454545454545457]"
2541,"[0.06116207951070336, 0.0672782874617737, 0.05504587155963303, 0.009174311926605505, 0.1559633027522936, 0.6513761467889908]"
1468,"[0.12612612612612611, 0.036036036036036036, 0.2972972972972973, 0.0, 0.0, 0.5405405405405406]"
950,"[0.04794520547945205, 0.1095890410958904, 0.07534246575342465, 0.2534246575342466, 0.0, 0.5136986301369864]"
2786,"[0.30612244897959184, 0.0, 0.12244897959183673, 0.02040816326530612, 0.0, 0.5510204081632653]"
1756,"[0.07049608355091384, 0.185378590078329, 0.06788511749347259, 0.005221932114882507, 0.0, 0.6710182767624021]"
2743,"[0.08333333333333333, 0.1111111111111111, 0.0, 0.027777777777777776, 0.027777777777777776, 0.75]"
3089,"[0.047619047619047616, 0.19047619047619047, 0.0, 0.0, 0.0, 0.7619047619047619]"
1118,"[0.15625, 0.0026041666666666665, 0.14322916666666666, 0.0, 0.03125, 0.6666666666666666]"
2167,"[0.592948717948718, 0.0, 0.028846153846153848, 0.20833333333333334, 0.0, 0.16987179487179488]"
438,"[0.0, 0.0, 0.4782608695652174, 0.0, 0.0, 0.5217391304347826]"
3289,"[0.034482758620689655, 0.27586206896551724, 0.013793103448275862, 0.2827586206896552, 0.0, 0.3931034482758621]"
3417,"[0.29577464788732394, 0.030181086519114688, 0.0744466800804829, 0.02414486921529175, 0.052313883299798795, 0.5231388329979879]"
2965,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1666,"[0.0, 0.02564102564102564, 0.11538461538461539, 0.0, 0.0, 0.8589743589743589]"
